LINHA,QR / EMV,PAGANTE,VT,ESCOLAR,GRATUIDADE,PASSE LIVRE,DL+INT.VT,INT.ESC,TOTAL,EQUIVALENTE,DATA,EMPRESA,TARIFA,RECEITA
0906,0,41011,50596,17815,14687,29,348,180,124666,100514.5,2019-01-01,VELEIRO,3.65,366877.925
0798,0,649,903,33,30,0,0,0,1615,1568.5,2019-01-01,SFRAN,3.65,5725.025
0802,0,20285,45124,4594,4017,26,0,0,74046,67706,2019-01-01,SFRAN,3.65,247126.9
0069,0,35795,35251,5296,10038,6,111,39,86536,73694,2019-01-01,SFRAN,3.65,268983.1
0716,0,67069,79605,10913,11906,15,75,8,169591,152130.5,2019-01-01,SFRAN,3.65,555276.325
0041,0,17186,21814,4002,5968,12,725,124,49831,41001,2019-01-01,CIMA,3.65,149653.65
0713,0,8095,14772,1492,3702,20,29,0,28110,23613,2019-01-01,VELEIRO,3.65,86187.45
0221,0,6338,11258,887,1442,26,3682,351,23984,18039.5,2019-01-01,REAL,3.65,65844.175
0223,0,93844,88716,10440,17217,62,8142,1070,219491,187780,2019-01-01,REAL,3.65,685397.0
0811,0,3823,3614,837,1169,93,0,0,9536,7855.5,2019-01-01,SFRAN,3.65,28672.575
0599,0,225,487,13,16,0,0,0,741,718.5,2019-01-01,CIMA,3.65,2622.525
0603,0,33716,35291,4871,7719,55,2234,362,84248,71442.5,2019-01-01,CIMA,3.65,260765.125
0604,0,54608,82481,20014,14511,63,10196,1342,183215,147096,2019-01-01,CIMA,3.65,536900.4
0606,0,35035,39505,11174,7395,17,1035,287,94448,80127,2019-01-01,REAL,3.65,292463.55
0608,0,9064,13256,2576,2678,8,171,47,27800,23608,2019-01-01,CIMA,3.65,86169.2
0609,0,7672,11468,1878,1545,3,937,133,23636,20079,2019-01-01,SFRAN,3.65,73288.34999999999
0700,0,24296,28721,3021,5621,21,701,77,62458,54527.5,2019-01-01,CIMA,3.65,199025.375
0708,0,12106,18018,1714,2298,4,291,24,34455,30981,2019-01-01,CIMA,3.65,113080.65
1019,0,494,1329,114,910,2,2043,132,5024,1880,2019-01-01,CIMA,3.65,6862.0
0103,0,35307,33639,5464,7568,71,2625,407,85081,71678,2019-01-01,CIMA,3.65,261624.69999999998
0107,0,21844,30852,2945,9753,15,59,1,65469,54168.5,2019-01-01,VELEIRO,3.65,197715.025
0201,0,30252,43897,5824,12134,38,261,70,92476,77061,2019-01-01,SFRAN,3.65,281272.64999999997
0202,0,26692,35326,4932,9592,45,148,30,76765,64484,2019-01-01,VELEIRO,3.65,235366.6
0210,0,9541,16757,1618,5226,6,0,0,33148,27107,2019-01-01,REAL,3.65,98940.55
0213,0,10115,18436,1748,4990,8,0,0,35297,29425,2019-01-01,REAL,3.65,107401.25
0407,0,25022,32664,3748,9840,34,54,13,71375,59560,2019-01-01,VELEIRO,3.65,217394.0
0500,0,5012,8220,1095,1984,6,150,30,16497,13779.5,2019-01-01,VELEIRO,3.65,50295.174999999996
0503,0,8480,12703,1505,6009,4,64,1,28766,21935.5,2019-01-01,VELEIRO,3.65,80064.575
0605,0,19900,23797,3175,5729,32,375,51,53059,45284.5,2019-01-01,VELEIRO,3.65,165288.425
0611,0,7468,11778,1472,3678,1,56,6,24459,19982,2019-01-01,VELEIRO,3.65,72934.3
0797,0,152,576,4,18,0,0,0,750,730,2019-01-01,VELEIRO,3.65,2664.5
2017,0,1481,3587,545,390,33,177,17,6230,5340.5,2019-01-01,SFRAN,3.65,19492.825
0804,0,2182,2260,154,594,5,26,2,5223,4519,2019-01-01,REAL,3.65,16494.35
0037,0,29199,38430,5709,8353,27,1994,211,83923,70483.5,2019-01-01,SFRAN,3.65,257264.775
0807,0,11832,10517,1021,4038,98,108,9,27623,22859.5,2019-01-01,REAL,3.65,83437.175
0808,0,320,126,24,86,0,2,0,558,458,2019-01-01,REAL,3.65,1671.7
0809,0,16406,17001,1956,5298,33,173,26,40893,34385,2019-01-01,REAL,3.65,125505.25
0812,0,2813,3250,250,869,3,36,3,7224,6188,2019-01-01,REAL,3.65,22586.2
0903,0,18218,26164,6826,4494,27,258,40,56027,47795,2019-01-01,REAL,3.65,174451.75
4002,0,895,1196,118,180,1,26,1,2417,2150,2019-01-01,REAL,3.65,7847.5
4005,0,15559,16755,1482,4950,24,194,27,38991,33055,2019-01-01,REAL,3.65,120650.75
4006,0,20960,30219,3940,7269,20,623,80,63111,53149,2019-01-01,REAL,3.65,193993.85
4007,0,8013,7427,736,2433,25,98,11,18743,15808,2019-01-01,REAL,3.65,57699.2
4011,0,6131,19282,2886,1761,5,5009,591,35665,26856,2019-01-01,REAL,3.65,98024.4
0806,0,9502,8979,858,2999,29,0,0,22367,18910,2019-01-01,SFRAN,3.65,69021.5
0012,0,6167,8531,1535,3692,17,43,7,19992,15465.5,2019-01-01,REAL,3.65,56449.075
0017,0,17728,22438,2263,3344,5,1052,111,46941,41297.5,2019-01-01,REAL,3.65,150735.875
0022,0,16285,16472,2756,5282,10,181,36,41022,34135,2019-01-01,REAL,3.65,124592.75
0024,0,12613,17993,3338,3131,6,462,61,37604,32275,2019-01-01,REAL,3.65,117803.75
0025,0,20,0,0,1,0,0,0,21,20,2019-01-01,CIMA,3.65,73.0
0027,0,7162,8911,1574,4675,1,80,17,22420,16860,2019-01-01,REAL,3.65,61539.0
0030,0,12998,10860,2304,3798,16,352,111,30439,25010,2019-01-01,CIMA,3.65,91286.5
0033,0,28614,25478,7360,7069,29,328,120,68998,57772,2019-01-01,REAL,3.65,210867.8
0035,0,9228,9978,1562,3680,15,65,7,24535,19987,2019-01-01,CIMA,3.65,72952.55
0036,0,33456,39888,6795,8406,119,538,62,89264,76741.5,2019-01-01,REAL,3.65,280106.475
0208,0,14616,15921,1950,3802,23,534,77,36923,31512,2019-01-01,REAL,3.65,115018.8
0013,0,10147,12938,2600,2423,20,900,89,29117,24385,2019-01-01,SFRAN,3.65,89005.25
2058,0,265,269,21,155,0,0,0,710,544.5,2019-01-01,SFRAN,3.65,1987.425
0805,0,4788,6335,887,2000,19,113,9,14151,11566.5,2019-01-01,REAL,3.65,42217.725
0800,0,0,39190,6774,11260,58,0,0,57282,42577,2019-01-01,REAL,3.65,155406.05
0039,0,26300,25601,4756,6955,19,0,0,63631,54279,2019-01-01,REAL,3.65,198118.35
0042,0,53267,75191,9765,13184,25,1319,185,152936,133340.5,2019-01-01,REAL,3.65,486692.825
0046,0,46895,37542,6414,11756,29,201,35,102872,87644,2019-01-01,REAL,3.65,319900.6
0048,0,73846,96686,13055,15220,29,1263,144,200243,177059.5,2019-01-01,REAL,3.65,646267.1749999999
0049,0,18383,18963,4757,4805,10,0,0,46918,39724.5,2019-01-01,REAL,3.65,144994.425
0052,0,16636,16329,5817,4405,11,98,14,43310,35873.5,2019-01-01,REAL,3.65,130938.275
0053,0,42911,43925,8706,9282,41,13,2,104880,91189,2019-01-01,REAL,3.65,332839.85
0072,0,23426,24829,4005,6316,15,248,33,58872,50257.5,2019-01-01,REAL,3.65,183439.875
0097,0,468,295,5,46,0,0,0,814,765.5,2019-01-01,REAL,3.65,2794.075
0104,0,32199,34680,4125,7748,19,272,36,79079,68941.5,2019-01-01,REAL,3.65,251636.475
0803,0,1740,3023,363,484,1,43,5,5659,4944.5,2019-01-01,REAL,3.65,18047.425
0105,0,4998,5600,1085,1630,7,120,19,13459,11140.5,2019-01-01,REAL,3.65,40662.825
0214,0,28579,32936,5210,7290,7,970,144,75136,64120,2019-01-01,REAL,3.65,234038.0
0217,0,24387,28651,3566,7086,17,287,41,64035,54821,2019-01-01,REAL,3.65,200096.65
0230,0,33420,36304,8414,10384,16,631,85,89254,73931,2019-01-01,REAL,3.65,269848.14999999997
0602,0,63342,79401,13298,15450,29,2421,285,174226,149392,2019-01-01,REAL,3.65,545280.7999999999
0607,0,40580,46913,13389,8380,29,116,17,109424,94187.5,2019-01-01,REAL,3.65,343784.375
0703,0,63856,81404,12801,10168,14,976,137,169356,151660.5,2019-01-01,REAL,3.65,553560.825
0704,0,82765,115201,15640,16371,38,1561,235,231811,205786,2019-01-01,REAL,3.65,751118.9
0706,0,56758,69601,16901,8010,22,73,11,151376,134809.5,2019-01-01,REAL,3.65,492054.675
0707,0,78067,85504,10457,9599,23,389,45,184084,168799.5,2019-01-01,REAL,3.65,616118.1749999999
0796,0,819,1315,36,49,0,0,0,2219,2152,2019-01-01,REAL,3.65,7854.8
0110,0,37124,35369,5627,8524,46,135,22,86847,75306.5,2019-01-01,REAL,3.65,274868.725
0197,0,569,757,11,43,0,67,0,1447,1331.5,2019-01-01,REAL,3.65,4859.974999999999
1019,0,31,826,88,654,5,1979,237,3820,901,2019-02-01,CIMA,3.65,3288.65
0708,0,11541,17107,2659,2527,3,260,24,34121,29977.5,2019-02-01,CIMA,3.65,109417.875
0107,0,21483,31844,5383,9481,7,53,3,68254,56018.5,2019-02-01,VELEIRO,3.65,204467.525
4002,0,721,1022,135,171,2,20,1,2072,1810.5,2019-02-01,REAL,3.65,6608.325
0903,0,16493,28051,11851,4656,12,271,93,61427,50469.5,2019-02-01,REAL,3.65,184213.675
0812,0,2424,3620,296,898,3,40,4,7285,6192,2019-02-01,REAL,3.65,22600.8
0809,0,14586,15943,2501,4897,18,158,28,38131,31779.5,2019-02-01,REAL,3.65,115995.175
0210,0,8569,15999,2052,5165,0,0,0,31785,25594,2019-02-01,REAL,3.65,93418.09999999999
0201,0,29092,42392,9086,11528,52,252,109,92511,76027,2019-02-01,SFRAN,3.65,277498.55
0808,0,240,42,65,44,0,2,0,393,314.5,2019-02-01,REAL,3.65,1147.925
0807,0,9901,9268,1345,3459,69,94,10,24146,19841.5,2019-02-01,REAL,3.65,72421.47499999999
0806,0,8894,8249,990,2570,18,0,0,20721,17638,2019-02-01,SFRAN,3.65,64378.7
0805,0,4137,5780,1113,1984,10,95,18,13137,10473.5,2019-02-01,REAL,3.65,38228.275
0804,0,2570,2871,196,608,1,24,1,6271,5539,2019-02-01,REAL,3.65,20217.35
0803,0,1706,2846,462,526,0,46,3,5589,4783,2019-02-01,REAL,3.65,17457.95
0800,0,0,39303,10076,11254,38,0,0,60671,44341,2019-02-01,REAL,3.65,161844.65
0796,0,753,1196,33,58,0,0,0,2040,1965.5,2019-02-01,REAL,3.65,7174.075
0707,0,72766,81004,14450,9396,16,464,48,178144,160995,2019-02-01,REAL,3.65,587631.75
0706,0,50483,62194,24360,7108,11,78,12,144246,124857,2019-02-01,REAL,3.65,455728.05
0704,0,75914,110034,20419,15212,24,1642,290,223535,196157.5,2019-02-01,REAL,3.65,715974.875
0703,0,60126,79062,17899,10157,20,941,163,168368,148137.5,2019-02-01,REAL,3.65,540701.875
0607,0,43008,48199,22983,8503,45,78,26,122842,102698.5,2019-02-01,REAL,3.65,374849.52499999997
0602,0,64659,81426,19843,15513,14,2417,460,184332,156006.5,2019-02-01,REAL,3.65,569423.725
0230,0,36568,39567,15950,10997,29,674,171,103956,84110,2019-02-01,REAL,3.65,307001.5
4005,0,13952,15970,1849,4447,14,228,32,36492,30846.5,2019-02-01,REAL,3.65,112589.72499999999
0217,0,21415,26456,4890,6379,17,288,36,59481,50316,2019-02-01,REAL,3.65,183653.4
4006,0,19227,29504,5666,7026,16,523,88,62050,51564,2019-02-01,REAL,3.65,188208.6
4011,0,5542,18584,4387,1963,19,5002,906,36403,26319.5,2019-02-01,REAL,3.65,96066.175
0608,0,8831,12533,4037,2475,2,195,64,28137,23382.5,2019-02-01,CIMA,3.65,85346.125
0606,0,37616,39994,18740,7710,15,1252,574,105901,86980,2019-02-01,REAL,3.65,317477.0
0604,0,55345,84259,36156,14407,65,9953,2279,202464,157682,2019-02-01,CIMA,3.65,575539.2999999999
0603,0,31586,34337,7467,7809,56,2282,446,83983,69656.5,2019-02-01,CIMA,3.65,254246.225
0599,0,196,466,3,17,0,0,0,682,663.5,2019-02-01,CIMA,3.65,2421.775
0223,0,83794,83032,14868,16435,55,7583,1309,207076,174260,2019-02-01,REAL,3.65,636049.0
0221,0,5115,10959,1179,1372,62,3585,426,22698,16663.5,2019-02-01,REAL,3.65,60821.775
0208,0,12965,14297,2330,3578,16,633,94,33913,28427,2019-02-01,REAL,3.65,103758.55
0197,0,342,624,13,30,0,63,0,1072,972.5,2019-02-01,REAL,3.65,3549.625
0103,0,35447,34552,10395,8125,74,2723,589,91905,75196.5,2019-02-01,CIMA,3.65,274467.225
0041,0,18617,22143,8088,6025,8,797,154,55832,44804,2019-02-01,CIMA,3.65,163534.6
0036,0,35390,42000,11047,8712,91,711,130,98081,82913.5,2019-02-01,REAL,3.65,302634.27499999997
0035,0,8885,9728,2354,3272,20,55,5,24319,19790,2019-02-01,CIMA,3.65,72233.5
0033,0,31216,26582,12506,7162,15,347,185,78013,64051,2019-02-01,REAL,3.65,233786.15
0030,0,13015,11458,3500,3993,11,337,236,32550,26223,2019-02-01,CIMA,3.65,95713.95
0027,0,7956,9339,2983,4580,6,81,28,24973,18786.5,2019-02-01,REAL,3.65,68570.72499999999
0024,0,13452,18367,5990,3107,8,775,161,41860,34814,2019-02-01,REAL,3.65,127071.09999999999
0022,0,17292,17814,4498,5727,13,230,69,45643,37355,2019-02-01,REAL,3.65,136345.75
0017,0,16909,21924,2853,3269,5,1157,250,46367,40259.5,2019-02-01,REAL,3.65,146947.175
0013,0,10231,12161,4305,2396,5,862,108,30068,24544.5,2019-02-01,SFRAN,3.65,89587.425
0012,0,6200,8525,2360,3672,16,31,9,20813,15905,2019-02-01,REAL,3.65,58053.25
4007,0,7711,7801,1030,2526,13,84,17,19182,16027,2019-02-01,REAL,3.65,58498.549999999996
0609,0,7764,10632,3415,1383,1,1071,165,24431,20103.5,2019-02-01,SFRAN,3.65,73377.775
0214,0,29584,32490,7486,7498,11,1009,151,78229,65817,2019-02-01,REAL,3.65,240232.05
0105,0,6024,6870,2543,1930,8,138,29,17542,14165.5,2019-02-01,REAL,3.65,51704.075
0070,0,3560,4610,1147,838,0,0,0,10155,8743.5,2019-02-01,SFRAN,3.65,31913.774999999998
0069,0,35244,35799,7703,9633,14,131,26,88550,74894.5,2019-02-01,SFRAN,3.65,273364.925
0068,0,8254,13823,3574,3689,10,263,32,29645,23864,2019-02-01,SFRAN,3.65,87103.59999999999
0065,0,32034,35471,7547,10263,19,39,21,85394,71278.5,2019-02-01,SFRAN,3.65,260166.525
0064,0,7300,8323,1209,5879,10,132,15,22868,16227.5,2019-02-01,SFRAN,3.65,59230.375
0060,0,3078,7745,1694,6706,5,37,35,19300,11670,2019-02-01,SFRAN,3.65,42595.5
0059,0,7649,9002,1732,5639,26,83,10,24141,17517,2019-02-01,SFRAN,3.65,63937.049999999996
0058,0,12438,15087,3735,5015,2,77,5,36359,29392.5,2019-02-01,SFRAN,3.65,107282.625
0057,0,27815,30635,7141,8988,61,218,30,74888,62020.5,2019-02-01,SFRAN,3.65,226374.82499999998
0056,0,20791,28084,8865,6726,17,371,79,64933,53307.5,2019-02-01,SFRAN,3.65,194572.375
0055,0,1823,4575,1227,3311,25,206,58,11225,7011.5,2019-02-01,SFRAN,3.65,25591.975
0051,0,22422,25175,6842,7614,29,364,86,62532,51018,2019-02-01,SFRAN,3.65,186215.69999999998
0906,0,42520,51684,32012,14164,34,390,395,141199,110210,2019-02-01,VELEIRO,3.65,402266.5
0797,0,80,496,5,11,0,0,0,592,578.5,2019-02-01,VELEIRO,3.65,2111.525
0713,0,8305,14080,2317,3881,16,35,7,28641,23543.5,2019-02-01,VELEIRO,3.65,85933.775
0611,0,8053,12211,2760,3442,12,70,4,26552,21644,2019-02-01,VELEIRO,3.65,79000.59999999999
0605,0,19403,23147,4579,5708,10,342,79,53268,44839.5,2019-02-01,VELEIRO,3.65,163664.175
0503,0,9213,13987,2366,6555,13,84,12,32230,24383,2019-02-01,VELEIRO,3.65,88997.95
0500,0,5043,8695,1545,2190,2,153,27,17655,14510.5,2019-02-01,VELEIRO,3.65,52963.325
0407,0,23357,30858,5938,9202,37,66,7,69465,57184,2019-02-01,VELEIRO,3.65,208721.6
0213,0,9487,17647,2459,5007,3,0,0,34603,28363.5,2019-02-01,REAL,3.65,103526.775
0071,0,20,14,9,2,0,0,0,45,38.5,2019-02-01,SFRAN,3.65,140.525
0110,0,34294,33550,9265,8240,28,108,17,85502,72476.5,2019-02-01,REAL,3.65,264539.225
0102,0,5996,8947,2487,5329,49,63,9,22880,16186.5,2019-02-01,SFRAN,3.65,59080.725
0709,0,22829,31419,7691,5975,47,399,94,68454,58093.5,2019-02-01,SFRAN,3.65,212041.275
0104,0,28636,34030,5483,6936,12,313,48,75458,65407.5,2019-02-01,REAL,3.65,238737.375
0097,0,251,368,18,33,0,0,0,670,628,2019-02-01,REAL,3.65,2292.2
0072,0,22731,24548,6154,6320,11,265,44,60073,50356,2019-02-01,REAL,3.65,183799.4
0053,0,44241,44449,13675,9142,30,32,2,111571,95527.5,2019-02-01,REAL,3.65,348675.375
0052,0,16128,16216,10669,4092,9,86,18,47218,37678.5,2019-02-01,REAL,3.65,137526.525
0049,0,17042,17368,6864,4431,18,0,0,45723,37842,2019-02-01,REAL,3.65,138123.3
0048,0,71871,97017,19234,15471,18,1255,211,205077,178505,2019-02-01,REAL,3.65,651543.25
0046,0,46556,36236,8893,11364,28,212,18,103307,87238.5,2019-02-01,REAL,3.65,318420.52499999997
0042,0,54951,79954,14459,13833,24,1371,277,164869,142134.5,2019-02-01,REAL,3.65,518790.925
0039,0,26797,24666,6838,6880,8,0,0,65189,54882,2019-02-01,REAL,3.65,200319.3
0037,0,27451,37123,7724,7975,15,1843,312,82443,68436,2019-02-01,SFRAN,3.65,249791.4
2058,0,257,274,20,162,0,0,0,713,541,2019-02-01,SFRAN,3.65,1974.6499999999999
2017,0,377,893,146,80,4,70,8,1578,1343,2019-02-01,SFRAN,3.65,4901.95
0811,0,3934,3814,1495,1164,68,0,0,10475,8495.5,2019-02-01,SFRAN,3.65,31008.575
0802,0,18178,43965,5735,3837,16,0,0,71731,65010.5,2019-02-01,SFRAN,3.65,237288.32499999998
0798,0,568,722,31,31,0,0,0,1352,1305.5,2019-02-01,SFRAN,3.65,4765.075
0716,0,65371,79553,15723,11915,7,48,7,172624,152785.5,2019-02-01,SFRAN,3.65,557667.075
0715,0,28135,35095,4435,7701,23,217,20,75626,65447.5,2019-02-01,SFRAN,3.65,238883.375
0712,0,30536,37283,7587,5522,1,0,0,80929,71612.5,2019-02-01,SFRAN,3.65,261385.625
0711,0,44815,48290,17721,12383,29,220,77,123535,101965.5,2019-02-01,SFRAN,3.65,372174.075
0710,0,44045,62705,15159,11382,58,455,116,133920,114329.5,2019-02-01,SFRAN,3.65,417302.675
0108,0,23521,22925,4888,12725,19,474,95,64647,48890,2019-02-01,SFRAN,3.65,178448.5
0700,0,24581,30807,4777,5923,13,689,160,66950,57776.5,2019-02-01,CIMA,3.65,210884.225
0202,0,25814,35493,7686,9308,53,169,35,78558,65150,2019-02-01,VELEIRO,3.65,237797.5
0712,0,30564,38829,6973,5525,10,0,0,81901,72879.5,2019-03-01,SFRAN,3.65,266010.175
0052,0,15957,15900,8888,4190,3,78,12,45028,36301,2019-03-01,REAL,3.65,132498.65
0048,0,71960,99071,18838,15337,26,1185,200,206617,180450,2019-03-01,REAL,3.65,658642.5
0046,0,42941,35510,7186,11325,15,188,23,97188,82044,2019-03-01,REAL,3.65,299460.6
0042,0,52919,78810,12349,13858,33,1440,211,159620,137903.5,2019-03-01,REAL,3.65,503347.77499999997
0039,0,26240,24459,6340,7273,6,0,0,64318,53869,2019-03-01,REAL,3.65,196621.85
0065,0,32017,34290,6577,10368,11,45,19,83327,69595.5,2019-03-01,SFRAN,3.65,254023.57499999998
0068,0,8094,13766,3064,3707,6,223,29,28889,23392,2019-03-01,SFRAN,3.65,85380.8
0069,0,33152,33863,6559,9538,10,117,31,83270,70294.5,2019-03-01,SFRAN,3.65,256574.925
0037,0,28754,38711,7356,8786,14,1617,259,85497,71143,2019-03-01,SFRAN,3.65,259671.94999999998
2058,0,383,442,33,282,0,0,0,1140,841.5,2019-03-01,SFRAN,3.65,3071.475
0053,0,41193,40356,11816,8595,15,15,1,101991,87457,2019-03-01,REAL,3.65,319218.05
0811,0,3607,3825,1175,1158,61,0,0,9826,8019.5,2019-03-01,SFRAN,3.65,29271.175
0798,0,674,904,68,114,4,0,0,1764,1612,2019-03-01,SFRAN,3.65,5883.8
0719,0,6446,10044,2315,1524,47,126,30,20532,17647.5,2019-03-01,SFRAN,3.65,64413.375
0716,0,65830,81828,13733,12503,11,55,10,173970,154524.5,2019-03-01,SFRAN,3.65,564014.4249999999
0812,0,2015,3071,211,738,0,25,1,6061,5191.5,2019-03-01,REAL,3.65,18948.975
0903,0,16834,28615,9269,4493,16,273,54,59554,50083.5,2019-03-01,REAL,3.65,182804.775
4002,0,472,816,103,156,0,16,1,1564,1339.5,2019-03-01,REAL,3.65,4889.175
4005,0,14118,16693,1581,4517,28,233,22,37192,31601.5,2019-03-01,REAL,3.65,115345.47499999999
0064,0,7168,7967,922,6061,6,139,16,22279,15596,2019-03-01,SFRAN,3.65,56925.4
0060,0,2817,7088,1245,6854,6,41,21,18072,10527.5,2019-03-01,SFRAN,3.65,38425.375
0059,0,8504,9803,1331,5971,30,158,9,25806,18972.5,2019-03-01,SFRAN,3.65,69249.625
0802,0,17841,45727,5089,3976,8,0,0,72641,66112.5,2019-03-01,SFRAN,3.65,241310.625
0072,0,23119,24900,5488,6644,5,304,40,60500,50763,2019-03-01,REAL,3.65,185284.94999999998
0097,0,388,280,18,35,0,0,0,721,677,2019-03-01,REAL,3.65,2471.0499999999997
0104,0,30229,36853,5336,7601,11,316,60,80406,69750,2019-03-01,REAL,3.65,254587.5
0715,0,29590,37559,3846,8541,10,289,19,79854,69072,2019-03-01,SFRAN,3.65,252112.8
0803,0,1673,3068,372,513,0,48,5,5679,4927,2019-03-01,REAL,3.65,17983.55
0804,0,2222,2581,130,578,1,5,3,5520,4868,2019-03-01,REAL,3.65,17768.2
0805,0,4362,5965,1025,1910,18,113,13,13406,10839.5,2019-03-01,REAL,3.65,39564.174999999996
0806,0,8246,8091,837,2616,10,0,0,19800,16755.5,2019-03-01,SFRAN,3.65,61157.575
0807,0,10117,10001,998,3680,64,103,8,24971,20617,2019-03-01,REAL,3.65,75252.05
0808,0,296,47,68,32,0,1,1,445,377,2019-03-01,REAL,3.65,1376.05
0809,0,14600,16797,2193,5177,15,158,14,38954,32493.5,2019-03-01,REAL,3.65,118601.275
0800,0,45,41762,8254,11655,79,0,0,61795,45934,2019-03-01,REAL,3.65,167659.1
0796,0,919,1235,16,59,0,1,0,2230,2162,2019-03-01,REAL,3.65,7891.3
0717,0,30914,33704,5127,4000,8,141,21,73915,67181.5,2019-03-01,REAL,3.65,245212.475
0707,0,40908,49573,7647,5949,24,243,28,104372,94304.5,2019-03-01,REAL,3.65,344211.425
0706,0,49768,63408,20354,7416,3,70,23,141042,123353,2019-03-01,REAL,3.65,450238.45
0704,0,73668,110171,17325,15317,25,1671,251,218428,192501.5,2019-03-01,REAL,3.65,702630.475
0703,0,59305,80785,15827,10517,44,995,158,167631,148003.5,2019-03-01,REAL,3.65,540212.775
0607,0,41849,45877,19444,8441,23,112,29,115775,97448,2019-03-01,REAL,3.65,355685.2
0602,0,63926,82493,17474,15710,9,2410,365,182387,155156,2019-03-01,REAL,3.65,566319.4
0230,0,37783,41151,14075,11392,23,616,139,105179,85971.5,2019-03-01,REAL,3.65,313795.975
0217,0,21840,28262,4428,7022,12,343,27,61934,52316,2019-03-01,REAL,3.65,190953.4
0214,0,28571,32310,6821,7729,9,1060,141,76641,64291.5,2019-03-01,REAL,3.65,234663.975
0117,0,16271,15022,3736,3831,2,69,5,38936,33161,2019-03-01,REAL,3.65,121037.65
0110,0,19462,21333,5322,5079,35,43,6,51280,43456,2019-03-01,REAL,3.65,158614.4
0105,0,6222,6794,2509,1953,5,127,28,17638,14270.5,2019-03-01,REAL,3.65,52087.325
0058,0,11648,14087,3234,4781,1,67,9,33827,27352,2019-03-01,SFRAN,3.65,99834.8
0057,0,27298,29528,5993,9272,30,243,32,72396,59822.5,2019-03-01,SFRAN,3.65,218352.125
0049,0,16075,15774,5298,4332,10,0,0,41489,34498,2019-03-01,REAL,3.65,125917.7
0055,0,1421,3928,992,3135,59,171,32,9738,5845,2019-03-01,SFRAN,3.65,21334.25
0035,0,8400,9733,1940,3184,18,47,12,23334,19103,2019-03-01,CIMA,3.65,69725.95
0036,0,33236,39155,9520,8515,28,602,112,91168,77151,2019-03-01,REAL,3.65,281601.14999999997
0041,0,16789,19777,7026,5962,6,719,174,50453,40079,2019-03-01,CIMA,3.65,146288.35
0103,0,34456,34770,10202,8403,89,2895,630,91445,74327,2019-03-01,CIMA,3.65,271293.55
0197,0,435,594,13,35,0,75,0,1152,1035.5,2019-03-01,REAL,3.65,3779.575
0208,0,12582,14182,2243,3471,16,669,79,33242,27885.5,2019-03-01,REAL,3.65,101782.075
0221,0,5464,11801,1123,1507,69,3435,376,23775,17826.5,2019-03-01,REAL,3.65,65066.725
0223,0,85155,87313,14454,17382,105,7612,1232,213253,179695,2019-03-01,REAL,3.65,655886.75
0599,0,173,568,12,6,0,0,0,759,747,2019-03-01,CIMA,3.65,2726.5499999999997
0603,0,31872,35147,7404,7720,47,2314,384,84888,70721,2019-03-01,CIMA,3.65,258131.65
0604,0,57010,83202,29975,14568,56,9936,1889,196636,155199.5,2019-03-01,CIMA,3.65,566478.1749999999
0606,0,36204,38561,16546,7635,19,1079,477,100521,83038,2019-03-01,REAL,3.65,303088.7
0608,0,8722,11664,3411,2485,1,203,49,26535,22091.5,2019-03-01,CIMA,3.65,80633.97499999999
0609,0,7637,10064,3171,1398,1,1074,141,23486,19286.5,2019-03-01,SFRAN,3.65,70395.72499999999
0700,0,23663,30832,3905,6111,10,796,109,65426,56447.5,2019-03-01,CIMA,3.65,206033.375
0708,0,11547,17203,2290,2628,6,285,20,33979,29895,2019-03-01,CIMA,3.65,109116.75
1019,0,21,887,67,613,1,2122,230,3941,941.5,2019-03-01,CIMA,3.65,3436.475
0070,0,3221,4014,877,758,1,0,0,8871,7673.5,2019-03-01,SFRAN,3.65,28008.274999999998
0102,0,5728,8918,1860,5647,105,52,13,22323,15576,2019-03-01,SFRAN,3.65,56852.4
0108,0,24094,23447,4110,12855,15,474,55,65050,49596,2019-03-01,SFRAN,3.65,181025.4
0056,0,19234,26652,7729,6607,53,335,66,60676,49750.5,2019-03-01,SFRAN,3.65,181589.32499999998
0710,0,43376,63061,13748,11412,53,429,76,132155,113311,2019-03-01,SFRAN,3.65,413585.14999999997
0711,0,42981,48398,13815,12042,23,220,48,117527,98286.5,2019-03-01,SFRAN,3.65,358745.725
0033,0,28164,24328,10422,7086,23,299,119,70441,57703,2019-03-01,REAL,3.65,210615.94999999998
0030,0,12069,10649,3196,3639,19,255,209,30036,24316,2019-03-01,CIMA,3.65,88753.4
0709,0,16183,21989,4881,4559,37,205,62,47916,40612.5,2019-03-01,SFRAN,3.65,148235.625
0025,0,11,0,0,0,0,0,0,11,11,2019-03-01,CIMA,3.65,40.15
0027,0,6676,7667,2465,4355,3,60,20,21246,15575.5,2019-03-01,REAL,3.65,56850.575
0051,0,21705,24488,6693,7214,19,401,70,60590,49539.5,2019-03-01,SFRAN,3.65,180819.175
0906,0,27710,30420,13744,8871,14,226,189,81174,65002,2019-03-01,VELEIRO,3.65,237257.3
0797,0,103,532,5,12,0,0,0,652,637.5,2019-03-01,VELEIRO,3.65,2326.875
0713,0,8092,14892,2066,4001,2,26,7,29086,24017,2019-03-01,VELEIRO,3.65,87662.05
0611,0,7039,10987,2535,3055,3,51,9,23679,19293.5,2019-03-01,VELEIRO,3.65,70421.275
